year,month,day,country,state,city,hour,minute,operator,flight,actype,registration,cn_ln,ground,summary,route,totalAboard,passengerAboard,crewAboard,totalFatality,passengerFatality,crewFatality
1995,9,24,Russia,?,Sterligov Cape,0,0,Norilsk Flight Company,?,Mil Mi-8T,RA-24553,98522942,0,Crashed through the ice while attempting to land and sank in shallow water. The weather conditions were below minima and the helicopter exceeded its maximum takeoff weight.,"Cape Chelyuskin,Sterligov Cope",15,10,5,15,10,5
1995,9,27,Canada,British Columbia,Campbell River,19,10,Western Straits Air,-,De Havilland Dash-3,C-FEBX,38,0,"While on an intercept heading for the final approach and in straight-and-level flight, the aircraft crashed into the side of a 1,047 ft, mountain in heavy fog. The pilot progressively lost situational awareness while attempting to navigate in conditions of low visibility or in cloud and was unaware of the rapidly rising terrain in his flight path.","Triumph Bay,Campbell River",10,9,1,8,7,1
1995,10,3,Indonesia,?,Gunung Antara,8,0,Sabang Merauke Raya Air Charter,1994,CASA 212,PK-ZAG,158/28N,0,Thirty minutes into the flight the aircraft was not able to maintain altitude after oil pressure was lost in the No. 1 engine. Crashed into trees.,"Medan,Meulaboh",14,12,2,1,0,1
1995,10,4,Kyrgyzstan,?,Barskoon,0,0,Kirghizia Aba Zaoldoru,?,Mil Mi-8MTV-1,EX-25179,95489,0,The helicopter crashed into mountains at Barskoon Pass while en route.,,15,12,3,15,12,3
1995,11,9,Argentina,?,Luyaba,21,0,Military - Argentine Air Force,?,Fokker F-27 Friendship 500,TC-72,10619,0,"The aircraft crashed into a 8,000 ft. mountain  in the Sierra Grande range while climbing en route from Comodoro Rivadavia to Cordoba in heavy rain and strong turbulence. The passengers included military personnel and their dependents.","Comodoro Rivadavia,Cordoba",53,48,5,53,48,5
1995,11,12,United States of America,Connecticut,East Granby,0,55,American Airlines,1572,McDonnell Douglas MD-83,N566AA,49348/1374,0,"While performing a non-precision approach in poor weather to runway 15 at Bradley International Airport, the plane struck the tops of trees and landed short of the runway. The airplane also impacted a instrument landing system antenna, bounced onto the runway, and landed safely. The flight crew's failure to maintain the required minimum descent altitude until the required visual references identifiable with the runway were in sight. Contributing factors were the failure of the BDL approach controller to furnish the flight crew with a current altimeter setting, and the flight crew's failure to ask for a more current setting.","Chicago,East Granby",78,73,5,0,0,0
1995,11,13,Nigeria,Kaduna,?,8,55,Nigeria Airways,357,Boeing B-737-2F9,5N-AUA,22985,0,"The aircraft touched down halfway down the runway, veered off the runway where dry grass caught fire under the aircraft and eventually spread destroying the aircraft.","Jos,Kano",137,129,8,9,9,0
1995,11,22,Sri Lanka,?,?,19,0,Military - Sri Lanka Air Force,?,Antonov AN-32,CR862,3503,0,Crashed into the Indian Ocean while attempting to land at Palay Air Force Base. Most likely shot down by Tamil rebels.,"Colombo,Palay AFB",63,57,6,63,57,6
1995,11,29,Malaysia,?,Labuan,10,15,Sabah Air,?,Bell 412 (helicopter),9M-AYW,33171,0,Crashed at sea disappearing while en route. Debris found near Labuan Island.  Strong winds and thunderstorms were in the area at the time.,,10,8,2,10,8,2
1995,11,30,Azerbaijan,?,Baku,19,10,Azerbaijan Airlines,?,Boeing 707-323C,4K-401,19584/663,0,While attempting to land the cargo plane struck light posts and crashed into a field.,,6,0,6,2,0,2
1995,12,3,Cameroon,?,Douala,22,44,Cameroon Airlines,3701,Boeing B-737-2K9,TJ-CBE,23386/1143,0,The plane went into a dive and crashed 6 km short of the runway into a swamp during a second attempt at landing. Loss of power in the No. 1 engine.,"Cotonou,Douala",78,72,6,72,68,4
1995,12,5,Azerbaijan,?,Nakhichevan,17,55,Azerbaijani Airlines,56,Tupolev TU-134B-3,4K-65703,63383,0,The aircraft crashed shortly after takeoff while attempting to make an emergency landing after the pilot reported problems with the left engine. Vibration caused nuts to work loose from the engine turbine which resulted in engine failure. No fault was found with the right engine and it is believed that it may have been inadvertently shut down by the crew.,"Nakhichevan,Baku",82,76,6,54,52,2
1995,12,7,Russia,?,Grossevichi,5,20,Far East Aviation,3949,Tupolev TU-154B,RA-85164,76A-0164,0,"The aircraft crashed into mountainous terrain while en route. Crew error. Fuel-feed selected from wing tanks on one side only, causing an imbalance and banking to the right. The autopilot was able to counteract the imbalance for approximately 35 minutes into the flight.","Yushno,Khabarovk",98,90,8,98,90,8
1995,12,13,Italy,?,Verona,19,0,Romanian Banat Air,166,Antonov AN-24B,YR-AMR,77303309,0,The plane crashed and burned shortly after takeoff after reaching a height of 500 ft. Combination of overloading and icing.,"Verona,Timisoara",49,41,8,49,41,8
1995,12,18,Angola,?,Cahungula,0,0,Trans Service Airlift,?,Lockheed L-188C Electra,9Q-CRR,1080,0,"The plane, chartered by the UNITA rebel movement, stalled and crashed shortly after takeoff from Jamba. Overloaded by 40 passengers. One report stated baggage shifted to the rear of the plane.","Jamba Airport,?",144,139,5,141,137,4
1995,12,20,Colombia,Valle del Cauca,Buga,21,38,American Airlines,965,Boeing B-757-223,N651AA,24609/390,0,"While on a flight from Miami, FL to Cali, Columbia the aircraft crashed into Mt. El Deluvio 38 miles north of Cali while attempting to land. On approach, the crew was requested to report over Tulua VOR which they already passed. This confused them and they decided to go direct to Rozo beacon. Entering the abbreviation ""R"", incorrectly steered the plane towards Bogota. More than a minute into the  turn the crew steered manually toward Cali, but this now took them into the path of a mountain. Crew error. Lack of situational awareness, failure to adequately plan and execute the approach, failure to realize that the FMS had turned the aircraft toward mountains. Crew also neglected to retract the speed brakes after the Ground Proximity Warning System alert.  Lack of adequate radar. Different  Flight Management System naming convention from that published in navigational charts.","Miami,Cali",164,156,8,160,152,8
1995,12,22,Papua New Guinea,?,Bagasin,0,0,Island Airways,?,Britten Norman BN-2A-21 Trislander,P2-NAM,207,0,"Diverted from Madang to Bagasin, overran the runway and crashed.","Madang,Bundi",12,11,1,2,1,1
1996,1,8,Barbados,?,Bridgetown,0,0,Mustique Airways,?,Britten-Norman BN-2A-27 Islander,J8-VAK,436,0,After losing an engine the plane began to lose altitude and ditched in the Atlantic Ocean 30 km southwest of Bridgetown.,"Union Island,Bridgetown",10,9,1,1,1,0
1996,1,18,Nigeria,?,Kano,20,20,Military - Nigerian Air Force,?,British Aerospace BAe-125-700B,5N-AXO,257196,0,Crashed 4.5 miles short of the runway while making an approach to Kano. Claimed to be shot down by the United Front for Nigeria's Liberation.,"Lagos,Kano",14,10,4,14,10,4
1996,1,22,Sri Lanka,?,?,12,0,Military - Sri Lanka Air Force,?,Mil Mi-17 (helicopter),CH-587,?,0,Shot down by Tamil rebels and crashed into the Indian Ocean.,,39,0,0,39,0,0
1996,2,4,Paraguay,?,Asuncion,14,12,Lineas Aereas del Caribe,?,McDonnell Douglas DC-8-55F,HK-3979X,45882/282,24,"The No. 1 engine failed or power was reduced after takeoff followed by loss of the second engine. With the gear down and flaps extended,  the crew lost control of the aircraft and crashed 1.2 miles past the runway into a soccer field killing 24 on the ground. Pilot error. Incorrect procedure by the crew following No. 1 engine failure.","Asuncion,Campina Grande",4,1,3,4,1,3
1996,2,5,United States of America,Arizona,St. Johns,9,50,Business Air Connection,?,ConvairCV-440,N131T,338,0,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane.","St. Johns, AZ,Brownsville, TX",4,2,2,4,2,2
1996,2,6,Dominican Rep.,?,Puerto Plata,23,47,"Alas Nacionales, leased from Birgen Air",301,Boeing B-757-225,TC-GEN,22206/31,0,"The plane crashed into the Atlantic Ocean, 21 km north of Puerto Plata, shortly after taking off. Incorrect airspeed indications resulting from a clogged pitot tube. The readings were greater than the actual airspeed resulting in the crew reducing  power and leading to a stall. Failure of the crew to recognize the activation of the control column shaker as a warning of an imminent stall. Failure of the crew to carry out the procedures to recover the aircraft from the stall and restore lift.","Puerto Plata,Gander",189,176,13,189,176,13
1996,2,12,Haiti,?,Port-au-Prince,12,1,Hati Express,?,GAF Nomad N-24A,N224E,62,0,"Shortly after lifting off of the ground, the aircraft rolled to the right and struck the ground ending up inverted in a ditch.","Port,au,Prince,Cap Haitien",15,13,2,11,9,2
1996,2,26,Sudan,?,Jabal Awliya,19,0,Military - Sudanese Air Force,?,Lockheed C-130H,?,?,0,Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.,"El Obeid,Khartoum",91,85,6,91,85,6
1996,2,27,Angola,?,Lukapa,5,40,Aero Tropical,?,Antonov 12BP,ER-ACE,402812,0,The cargo plane crashed in rain and poor visibility while on approach.,"Ludana,Lukapa",8,3,5,8,3,5
1996,2,29,Peru,Arequipa,?,20,25,Compania de Aviacion Faucett SA (Peru),251,Boeing B-737-222,OB-1451,19072/86,0,"The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9,500 ft. when the aircraft was actually flying 8,640 ft. Controlled flight into terrain.","Lima,Arequipa",123,117,6,123,117,6
1996,3,9,Peru,?,Mesones Muro,0,0,Military - Peruvian Army Aviation,?,Mil Mi-17,EP561,?,0,Crashed and exploded north of it's destination in heavy fog after flying into a mountain ridge.,"Condorcanqui,Bagua",23,0,0,23,0,0
1996,3,12,Turkmenistan,?,?,0,0,Akhal Air,?,Mil Mi-8T (helicopter),EZ-22684,8142,0,Crashed into the sea while approaching an oil rig to land in strong winds.,,12,9,3,12,9,3
1996,4,3,Croatia,?,Dubrovnik,14,52,Military - U.S. Air Force,21,Boeing B-737-T43,73-1149,20696/347,0,"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage.","Tizla,Dubrovnik",35,29,6,35,29,6
1996,4,5,Russia,?,Petropavlovsk,14,44,Krasnoyarskie Avialinii,?,Ilyushin IL-76TD,RA-76752,93498967,0,"The cargo plane, carrying 57 tones of detergent, crashed into a mountain at an altitude of 2,900 feet. The airplane descended through clouds to an altitude of 900m and flew into the side of a mountain, 300m below the summit.","Novosibirsk,Petropavlovsk",20,11,9,20,11,9
1996,4,5,Taiwan,?,Matsu Island,0,0,Formosa Airlines,?,Dornier 228-212,B-12257,8223,0,After holding for 30 minutes the aircraft undershot the runway during a visual approach and crashed into the sea in heavy fog.,"Taipei,Matsu Island",17,15,2,6,6,0
1996,4,11,United States of America,Wyoming,Cheyenne,8,24,Private,?,Cessna 177B,N35207,17702266,0,"Seven- year-old trainee pilot, Jessica Dubroff, accompanied by her father (a passenger) and the pilot-in-command, were engaged in a trans-continental record attempt involving 6,660 miles of flying in 8 consecutive days. The plane departed towards a nearby thunderstorm in deteriorating weather. Witnesses describe the plane's climb rate and speed as slow and they observed the aircraft enter a roll consistent with a stall. The plane's gross weight was 84 pounds over the maximum limit. Pilot's improper decision to take off into deteriorating weather conditions when the airplane was overweight resulting in stall caused by failure to maintain airspeed.","Cheyenne, WY,Lincoln, NE",3,2,1,3,2,1
1996,5,3,Sudan,?,Haj Yousif,22,0,Federal Airlines,?,Antonov AN-24,ST-FAG,STFA001,0,"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building.","Wadi Halfa,Khartoum",53,48,5,53,48,5
1996,5,9,Canada,British Columbia,Terrace,0,0,Buffalo Narrows Airways,?,de Havilland Canada DHC-3 Otter,C-GDOB,194,0,On a positioning flight the aircraft flew into a mountain.,,2,0,2,2,0,2
1996,5,10,Mexico,?,Otaez,0,0,Aeroservicios Empresariales de Durango,?,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,126,0,Crashed into high ground while attempting to land at a mine airstrip in turbulence and stong gusty winds.,"Durango,Otaez",19,17,2,16,14,2
1996,5,11,Papua New Guinea,?,Oumba,13,15,Milne Bay Air,?,Britten Norman BN-2A-20 Trislander,P2-ISD,582,0,Crashed into a ridge line shrouded in clouds while en route.,"Menyamya,Marakawa",10,9,1,1,1,0
1996,5,11,United States of America,Florida,Miami,14,15,ValuJet,592,McDonnell Douglas DC-9-32,N904VJ,47377/496,0,"The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46.","Miami,Atlanta",110,105,5,110,105,5
